customer_id,signup_date,region,acquisition_channel,preferred_device,sessions_last_30d,orders_last_90d,avg_order_value_usd,discount_rate,support_tickets_last_90d,return_rate,nps_score,tenure_months,gross_revenue_12m_usd,last_purchase_date,churned
100719,2024-10-16,Central,Email,Mobile,5,5,28.65,0.173,0,0.056,50.0,14,131.77,2025-10-05,0
100720,2024-09-04,East,Paid Search,Mobile,11,5,65.95,0.171,0,0.073,46.0,16,431.88,2025-12-27,0
100721,2024-08-18,East,Paid Search,Mobile,6,5,46.02,0.138,0,0.086,24.0,16,159.65,2025-12-10,0
100722,2025-01-21,North,Paid Search,Mobile,9,6,37.9,0.076,1,0.125,20.0,11,271.94,2025-12-05,0
100723,2024-04-04,Central,Paid Search,Mobile,10,2,37.77,0.096,0,0.329,20.0,21,99.84,2025-09-11,0
100724,2024-04-04,North,Organic,Mobile,10,4,31.83,0.049,0,0.033,20.0,21,169.82,2025-09-08,0
100725,2025-05-22,North,Organic,Mobile,10,6,43.11,0.143,0,0.123,14.0,7,294.96,2025-12-22,0
100726,2025-12-24,South,Paid Search,Mobile,8,4,39.3,0.086,0,0.149,32.0,1,161.57,2025-12-15,0
100727,2024-07-19,North,Social,Mobile,6,1,38.92,0.15,0,0.041,16.0,17,43.94,2025-09-08,1
100728,2025-11-12,East,Organic,Desktop,8,3,31.8,0.101,0,0.092,46.0,1,156.59,2025-10-16,0
100729,2024-09-09,East,Paid Search,Desktop,9,1,48.81,0.093,0,0.072,36.0,15,50.81,2025-10-05,0
100730,2024-09-02,South,Social,Mobile,5,1,30.19,0.199,0,0.049,39.0,16,44.84,2025-10-24,0
100731,2024-03-07,North,Social,Desktop,12,2,34.0,0.046,0,0.187,28.0,22,111.13,2025-12-04,0
100732,2024-11-05,North,Referral,Mobile,2,2,60.3,0.177,0,0.204,37.0,14,91.62,2025-10-05,0
100733,2024-12-30,South,Referral,Mobile,12,1,70.25,0.259,0,0.133,29.0,12,77.33,2025-12-10,0
100734,2025-04-30,North,Social,Desktop,3,5,77.2,0.056,3,0.059,45.0,8,370.53,2025-12-28,0
100735,2024-04-25,West,Organic,Desktop,7,1,57.01,0.097,0,0.087,24.0,20,47.29,2025-09-22,1
100736,2024-05-17,North,Paid Search,Desktop,6,1,44.18,0.126,1,0.013,,19,64.35,2025-11-16,0
100737,2024-11-11,South,Social,Mobile,10,2,34.33,0.499,0,0.229,2.0,13,79.75,2025-12-27,0
100738,2024-02-20,South,Organic,Desktop,6,3,46.83,0.026,1,0.043,48.0,22,185.83,2025-11-09,0
100739,2024-04-14,East,Organic,Mobile,6,2,33.78,0.025,0,0.076,21.0,20,63.82,2025-12-18,0
100740,2025-04-04,North,Organic,Mobile,8,2,57.72,0.297,2,0.152,5.0,9,136.31,2025-11-05,0
100741,2025-11-28,North,Paid Search,Mobile,11,2,23.24,0.151,0,0.251,7.0,1,39.65,2025-10-12,0
100742,2025-02-22,Central,Paid Search,Tablet,11,1,37.17,0.056,0,0.185,5.0,10,46.43,2025-11-21,0
100743,2024-04-15,North,Organic,Mobile,11,1,49.93,0.096,0,0.146,23.0,20,51.12,2025-12-22,0
100744,2025-12-25,East,Referral,Desktop,11,3,36.81,0.242,0,0.174,72.0,1,164.32,2025-09-16,0
100745,2025-01-16,East,Email,Desktop,9,6,41.55,0.051,0,0.095,19.0,11,279.5,2025-10-28,0
100746,2025-06-08,South,Organic,Desktop,8,0,49.36,0.128,0,0.132,-20.0,6,0.0,,0
100747,2024-05-23,East,Email,Desktop,3,0,67.98,0.086,0,0.122,44.0,19,0.0,,0
100748,2025-02-26,West,Organic,Desktop,8,3,33.08,0.06,2,0.229,0.0,10,119.15,2025-09-12,0
100749,2024-02-25,Central,Email,Mobile,11,4,25.64,0.074,0,0.171,55.0,22,128.21,2025-12-29,0
100750,2025-04-02,South,Email,Mobile,12,1,27.98,0.195,0,0.075,24.0,9,35.15,2025-09-28,0
100751,2024-05-27,South,Organic,Mobile,11,2,23.47,0.112,0,0.333,28.0,19,45.06,2025-11-16,0
100752,2025-10-26,South,Referral,Mobile,15,6,25.38,0.209,0,0.065,65.0,2,195.14,2025-10-08,0
100753,2024-02-10,East,Email,Mobile,12,1,29.23,0.234,0,0.041,50.0,23,41.63,2025-12-28,0
100754,2025-04-22,West,Email,Mobile,12,1,58.55,0.166,0,0.225,4.0,8,76.14,2025-09-14,0
100755,2024-04-11,South,Email,Mobile,7,2,33.41,0.167,0,0.16,8.0,20,71.98,2025-09-06,0
100756,2025-05-17,South,Social,Mobile,8,4,35.33,0.168,2,0.134,-17.0,7,173.62,2025-10-27,0
100757,2024-12-26,Central,Organic,Mobile,7,0,28.5,0.084,1,0.1,96.0,12,0.0,,0
100758,2025-12-08,North,Referral,Desktop,14,6,58.48,0.357,2,0.184,6.0,1,372.61,2025-12-13,0
100759,2025-04-21,East,Social,Mobile,10,2,62.32,0.16,0,0.147,64.0,8,109.29,2025-10-10,0
100760,2024-09-28,West,Social,Tablet,11,2,32.68,0.156,0,0.059,22.0,15,109.09,2025-09-27,0
100761,2024-03-04,North,Paid Search,Tablet,5,3,70.12,0.106,0,0.262,8.0,22,410.74,2025-10-12,0
100762,2025-03-11,North,Social,Mobile,6,4,42.86,0.314,1,0.241,31.0,9,160.0,2025-11-02,1
100763,2024-11-18,North,Organic,Desktop,8,1,46.42,0.118,1,0.07,,13,67.71,2025-09-30,0
100764,2024-02-08,Central,Referral,Mobile,12,4,44.15,0.231,0,0.186,55.0,23,292.16,2025-10-04,0
100765,2025-02-28,North,Organic,Desktop,17,3,51.54,0.209,0,0.105,55.0,10,140.97,2025-11-21,0
100766,2024-06-02,North,Referral,Mobile,9,1,71.14,0.19,0,0.171,20.0,19,48.39,2025-09-29,1
100767,2024-06-20,North,Referral,Mobile,4,2,48.93,0.093,0,0.027,-1.0,18,172.89,2025-12-09,0
100768,2024-01-07,North,Paid Search,Mobile,11,3,47.82,0.032,2,0.28,-2.0,24,176.88,2025-09-24,0
100769,2024-09-28,West,Paid Search,Mobile,6,3,37.57,0.215,0,0.055,-22.0,15,114.41,2025-10-29,1
100770,2024-06-08,South,Paid Search,Tablet,13,0,49.51,0.429,1,0.067,24.0,19,0.0,,0
100771,2024-02-22,East,Email,Desktop,7,1,34.0,0.094,0,0.151,35.0,22,37.47,2025-10-09,1
100772,2024-11-13,East,Referral,Desktop,4,5,48.09,0.092,1,0.067,2.0,13,609.49,2025-12-20,0
100773,2024-06-09,Central,Paid Search,Tablet,9,0,90.52,0.17,0,0.114,3.0,19,0.0,,1
100774,2024-04-08,North,Organic,Desktop,6,2,22.92,0.176,0,0.03,35.0,21,58.34,2025-09-28,1
100775,2024-12-07,Central,Organic,Mobile,7,2,39.75,0.301,2,0.125,12.0,12,122.82,2025-12-26,0
100776,2024-02-16,West,Paid Search,Desktop,19,3,52.81,0.067,0,0.131,30.0,22,266.87,2025-12-04,0
100777,2025-12-25,North,Email,Mobile,15,3,37.81,0.097,0,0.174,26.0,1,180.15,2025-10-02,0
100778,2024-12-10,West,Referral,Mobile,8,1,41.08,0.118,1,0.019,37.0,12,44.25,2025-11-18,0
100779,2025-12-29,Central,Organic,Mobile,11,3,38.21,0.029,0,0.085,21.0,1,136.53,2025-12-18,0
100780,2025-10-06,South,Referral,Desktop,7,3,41.29,0.04,1,0.131,18.0,2,88.64,2025-09-20,0
100781,2025-12-17,Central,Paid Search,Mobile,8,1,40.82,0.098,1,0.078,-17.0,1,48.36,2025-10-30,0
100782,2025-01-31,East,Referral,Mobile,8,3,35.14,0.273,0,0.034,34.0,11,120.17,2025-11-14,0
100783,2024-11-05,West,Organic,Mobile,9,1,72.3,0.114,1,0.107,33.0,14,104.45,2025-10-26,0
100784,2025-06-10,Central,Social,Mobile,8,5,33.66,0.273,1,0.055,26.0,6,298.11,2025-11-14,0
100785,2024-02-28,South,Email,,8,0,42.77,0.163,1,0.088,78.0,22,0.0,,0
100786,2025-09-06,Central,Organic,,8,0,35.75,0.236,0,0.117,39.0,3,0.0,,0
100787,2024-08-24,South,Social,Desktop,8,3,52.65,0.008,1,0.034,27.0,16,196.05,2025-09-07,0
100788,2024-01-06,West,Email,Mobile,11,1,50.9,0.054,0,0.388,47.0,24,86.07,2025-09-08,0
100789,2024-06-22,West,Organic,Mobile,8,2,46.15,0.22,1,0.152,83.0,18,106.78,2025-10-16,0
100790,2024-06-26,North,Organic,Mobile,12,1,29.93,0.148,0,0.084,41.0,18,47.18,2025-12-12,1
100791,2024-01-11,East,Social,Mobile,7,3,29.86,0.188,1,0.11,-25.0,24,127.92,2025-12-05,1
100792,2025-05-03,South,Paid Search,Mobile,14,0,59.62,0.159,0,0.073,46.0,8,0.0,,0
100793,2024-03-10,North,Organic,Desktop,8,3,37.31,0.191,0,0.014,13.0,22,88.82,2025-12-25,0
100794,2025-09-10,North,Paid Search,Desktop,10,3,56.94,0.225,0,0.044,-13.0,3,258.51,2025-12-15,0
100795,2024-11-27,South,Referral,Mobile,6,2,29.37,0.17,0,0.067,77.0,13,75.91,2025-09-29,0
100796,2025-06-09,North,Organic,Mobile,10,2,52.92,0.066,0,0.053,72.0,6,154.03,2025-11-10,0
100797,2024-09-05,North,Paid Search,Mobile,12,1,33.91,0.042,0,0.206,12.0,16,45.17,2025-09-22,1
100798,2024-04-06,West,Referral,Mobile,8,2,33.22,0.045,0,0.155,13.0,21,92.29,2025-12-24,0
100799,2024-05-11,West,Paid Search,Desktop,9,1,40.1,0.225,0,0.04,39.0,19,63.9,2025-12-21,0
100800,2025-04-17,West,Referral,Desktop,5,4,43.14,0.249,1,0.005,8.0,8,174.87,2025-10-10,0
100801,2025-06-07,South,Paid Search,Desktop,11,3,48.22,0.229,0,0.203,32.0,6,186.92,2025-12-01,1
100802,2024-07-14,Central,Email,Desktop,9,3,44.41,0.077,1,0.089,13.0,17,133.44,2025-12-04,0
100803,2024-09-18,East,Social,Desktop,5,2,31.41,0.229,2,0.201,18.0,15,83.45,2025-10-15,0
100804,2025-11-21,North,Organic,Desktop,9,0,45.84,0.397,0,0.123,0.0,1,0.0,,1
100805,2025-09-14,North,Email,Mobile,8,1,29.26,0.287,0,0.081,56.0,3,28.09,2025-11-11,0
100806,2024-10-28,West,Paid Search,Mobile,12,6,50.62,0.075,0,0.061,65.0,14,378.43,2025-10-01,0
100807,2024-06-25,North,Organic,Mobile,7,1,50.3,0.093,0,0.071,32.0,18,52.75,2025-11-20,0
100808,2024-08-08,East,Organic,Mobile,13,1,37.75,0.095,0,0.125,34.0,17,41.5,2025-09-22,0
100809,2025-01-28,Central,Social,Mobile,6,3,38.98,0.053,0,0.08,51.0,11,156.75,2025-11-11,0
100810,2025-02-18,North,Organic,Mobile,4,1,65.17,0.132,1,0.064,31.0,10,83.09,2025-12-13,0
100811,2024-05-14,North,Organic,Desktop,8,0,44.21,0.11,0,0.056,78.0,19,0.0,,0
100812,2024-02-18,Central,Organic,Desktop,5,2,33.1,0.089,0,0.029,2.0,22,87.95,2025-11-26,0
100813,2024-12-28,East,Paid Search,Mobile,11,0,46.03,0.545,0,0.222,57.0,12,0.0,,0
100814,2025-08-05,North,Paid Search,Mobile,12,2,29.93,0.152,1,0.22,28.0,4,63.87,2025-12-09,0
100815,2024-04-21,Central,Paid Search,Desktop,10,3,41.87,0.342,0,0.05,7.0,20,104.27,2025-11-15,0
100816,2024-10-25,Central,Organic,Mobile,12,6,31.49,0.098,0,0.22,91.0,14,225.47,2025-12-30,0
100817,2024-04-28,East,Organic,Mobile,7,1,31.22,0.164,0,0.048,95.0,20,32.28,2025-12-23,0
100818,2024-06-26,West,Social,Mobile,8,3,37.12,0.215,1,0.05,25.0,18,177.0,2025-10-22,0
100819,2025-03-23,South,Paid Search,Mobile,9,4,47.84,0.129,0,0.159,46.0,9,147.48,2025-12-31,0
100820,2024-07-28,North,Social,Mobile,10,2,52.75,0.084,0,0.136,23.0,17,100.57,2025-09-30,0
100821,2024-07-11,East,Organic,Desktop,11,6,57.03,0.072,0,0.149,27.0,17,322.11,2025-09-05,0
100822,2025-12-28,South,Organic,Desktop,3,3,45.93,0.069,0,0.043,7.0,1,179.27,2025-12-09,1
100823,2024-05-06,West,Organic,Desktop,13,3,44.21,0.327,0,0.23,3.0,20,196.83,2025-12-25,0
100824,2024-05-18,Central,Paid Search,Mobile,6,1,19.82,0.085,0,0.034,81.0,19,27.26,2025-12-06,0
100825,2025-11-10,North,Paid Search,Desktop,13,3,52.75,0.348,0,0.08,34.0,1,132.12,2025-12-26,0
100826,2025-02-06,East,Referral,Desktop,8,4,24.64,0.174,0,0.348,36.0,10,103.89,2025-11-29,0
100827,2024-02-01,South,Paid Search,Mobile,4,1,21.7,0.199,1,0.091,10.0,23,20.61,2025-09-16,0
100828,2024-11-06,Central,Paid Search,Desktop,11,3,42.45,0.082,1,0.172,35.0,14,175.51,2025-09-24,0
100829,2025-02-17,South,Social,Mobile,12,6,37.71,0.1,0,0.166,-3.0,10,243.9,2025-09-05,0
100830,2024-07-04,West,Organic,Mobile,11,3,36.17,0.106,0,0.12,16.0,18,91.73,2025-09-25,0
100831,2025-02-04,East,Paid Search,Mobile,6,7,60.17,0.2,0,0.091,5.0,11,566.67,2025-09-21,0
100832,2025-04-19,South,Paid Search,Mobile,9,7,42.32,0.214,1,0.148,63.0,8,469.7,2025-10-21,0
100833,2024-07-02,West,Paid Search,Mobile,10,1,39.42,0.02,0,0.091,-6.0,18,46.79,2025-12-15,0
100834,2025-08-16,West,Organic,Mobile,10,3,60.5,0.087,0,0.122,6.0,4,226.67,2025-09-30,0
100835,2024-11-26,East,Referral,Mobile,8,5,62.43,0.102,1,0.126,-21.0,13,258.21,2025-10-16,0
100836,2025-12-05,West,Email,Tablet,8,1,50.37,0.116,0,0.118,13.0,1,36.1,2025-09-07,0
100837,2024-03-05,Central,Organic,Mobile,7,2,29.97,0.237,1,0.147,19.0,22,43.28,2025-10-09,0
100838,2024-08-25,East,Social,Mobile,9,2,31.6,0.097,0,0.066,59.0,16,75.46,2025-10-27,0
100839,2025-06-11,East,Referral,Mobile,10,3,26.86,0.041,0,0.094,29.0,6,91.95,2025-09-30,0
100840,2025-10-16,North,Organic,Desktop,10,1,45.65,0.243,0,0.114,25.0,2,59.86,2025-10-14,1
100841,2024-06-11,West,Referral,Mobile,12,2,32.42,0.152,0,0.05,42.0,18,73.04,2025-12-18,0
100842,2025-12-17,East,Social,Desktop,8,3,38.92,0.303,0,0.031,24.0,1,167.01,2025-10-19,0
100843,2024-05-21,East,Email,Mobile,12,4,41.29,0.198,1,0.085,91.0,19,238.96,2025-11-15,0
100844,2024-10-31,North,Email,Mobile,15,1,23.12,0.127,0,0.074,20.0,14,25.48,2025-12-12,0
100845,2024-08-18,Central,Organic,Mobile,9,3,26.14,0.084,0,0.045,45.0,16,74.03,2025-11-28,0
100846,2024-11-06,South,Paid Search,Mobile,13,2,32.26,0.282,0,0.086,,14,45.03,2025-09-22,0
100847,2025-10-21,West,Social,Desktop,7,1,45.42,0.211,0,0.004,20.0,2,75.26,2025-10-14,0
100848,2025-06-19,North,Organic,Desktop,7,1,40.23,0.13,0,0.042,39.0,6,37.92,2025-12-25,1
100849,2025-08-05,Central,Paid Search,Mobile,10,0,35.56,0.164,0,0.136,22.0,4,0.0,,0
100850,2024-07-04,North,Email,Tablet,10,2,34.81,0.018,0,0.071,42.0,18,89.32,2025-10-10,0
100851,2025-11-23,North,Organic,Mobile,8,5,26.59,0.096,0,0.065,38.0,1,110.72,2025-10-31,0
100852,2024-11-14,Central,Paid Search,Mobile,5,3,33.02,0.19,0,0.31,31.0,13,119.39,2025-09-29,0
100853,2025-04-21,Central,Referral,Mobile,14,0,37.19,0.166,0,0.137,6.0,8,0.0,,1
100854,2025-05-25,North,Paid Search,Mobile,8,1,37.68,0.156,0,0.109,82.0,7,56.1,2025-12-27,0
100855,2025-04-29,East,Paid Search,Desktop,9,4,46.76,0.195,0,0.113,50.0,8,268.55,2025-09-19,0
100856,2025-03-15,West,Email,Mobile,6,4,46.61,0.211,0,0.093,-5.0,9,284.44,2025-10-24,0
100857,2024-12-16,Central,Paid Search,Mobile,12,2,46.42,0.161,0,0.136,24.0,12,115.32,2025-09-12,0
100858,2025-04-18,South,Organic,Mobile,9,0,30.23,0.154,1,0.228,-9.0,8,0.0,,0
100859,2025-10-23,East,Organic,Mobile,11,2,24.44,0.13,0,0.072,54.0,2,45.01,2025-10-09,0
100860,2024-10-11,West,Email,Mobile,6,4,59.18,0.104,0,0.082,34.0,14,249.71,2025-12-28,0
100861,2025-01-08,West,Organic,Desktop,5,1,52.94,0.256,0,0.284,35.0,11,99.16,2025-12-13,0
100862,2024-05-11,West,Paid Search,Mobile,6,5,32.36,0.115,1,0.035,9.0,19,182.38,2025-09-17,0
100863,2024-09-16,East,Organic,Mobile,9,3,41.07,0.078,0,0.226,27.0,15,155.96,2025-09-16,0
100864,2025-07-18,North,Paid Search,Mobile,8,1,55.42,0.091,0,0.09,55.0,5,98.05,2025-09-08,0
100865,2025-04-13,Central,Email,Mobile,9,1,61.04,0.073,1,0.183,57.0,8,79.23,2025-12-07,0
100866,2024-06-03,Central,Paid Search,Mobile,9,2,41.15,0.162,0,0.056,56.0,19,80.47,2025-09-15,0
100867,2025-02-03,West,Email,Desktop,9,1,64.57,0.085,0,0.076,-4.0,11,94.0,2025-12-25,1
100868,2025-08-16,North,Organic,Tablet,10,3,29.93,0.139,0,0.048,30.0,4,95.93,2025-11-13,0
100869,2024-03-31,North,Paid Search,Mobile,8,5,40.69,0.305,0,0.075,41.0,21,244.12,2025-11-09,0
100870,2024-02-15,West,Referral,Tablet,7,3,41.69,0.181,0,0.14,17.0,22,166.46,2025-09-27,1
100871,2024-10-14,North,Paid Search,Mobile,8,0,45.23,0.155,0,0.131,-6.0,14,0.0,,0
100872,2025-04-24,Central,Organic,Desktop,7,0,67.7,0.045,0,0.027,3.0,8,0.0,,0
100873,2024-08-17,South,Referral,Desktop,11,2,47.52,0.153,0,0.148,72.0,16,167.71,2025-12-14,0
100874,2025-08-23,West,Paid Search,Desktop,10,1,37.64,0.012,0,0.007,5.0,4,40.07,2025-11-18,0
100875,2025-09-11,Central,Paid Search,Desktop,10,2,31.18,0.234,0,0.109,36.0,3,99.46,2025-11-26,0
100876,2025-01-24,South,Email,Mobile,11,2,57.8,0.029,0,0.062,31.0,11,123.42,2025-10-12,0
100877,2024-10-03,South,Organic,Mobile,6,0,41.69,0.034,0,0.38,31.0,15,0.0,,0
100878,2024-01-31,West,Paid Search,Mobile,13,3,47.92,0.152,1,0.064,22.0,23,137.4,2025-11-12,0
100879,2025-08-23,East,Organic,Mobile,8,1,34.51,0.145,1,0.182,50.0,4,37.11,2025-10-18,0
100880,2025-10-16,East,Paid Search,Desktop,13,4,48.85,0.228,1,0.186,31.0,2,327.65,2025-10-15,0
100881,2024-11-19,West,Organic,Mobile,6,3,31.13,0.242,0,0.046,19.0,13,157.51,2025-10-08,0
100882,2025-01-12,Central,Social,Mobile,6,4,40.26,0.048,1,0.104,32.0,11,242.81,2025-11-27,0
100883,2025-07-04,East,Organic,Mobile,9,3,27.35,0.133,1,0.156,-1.0,6,74.6,2025-10-30,0
100884,2025-05-23,North,Social,Mobile,13,4,35.0,0.119,0,0.046,47.0,7,171.2,2025-12-20,0
100885,2024-04-08,South,Organic,Desktop,11,2,34.91,0.314,0,0.061,18.0,21,77.7,2025-11-08,0
100886,2025-05-06,South,Paid Search,Desktop,7,2,17.29,0.163,0,0.277,19.0,7,32.92,2025-09-05,1
100887,2025-11-06,North,Paid Search,Mobile,4,1,37.29,0.116,0,0.241,48.0,1,53.25,2025-09-21,0
100888,2025-07-02,North,Social,Mobile,3,4,30.09,0.139,2,0.166,18.0,6,117.87,2025-10-18,0
100889,2024-12-17,West,Paid Search,Mobile,14,0,39.85,0.022,0,0.067,26.0,12,0.0,,1
100890,2025-01-17,South,Paid Search,Mobile,6,0,37.2,0.287,0,0.073,64.0,11,0.0,,1
100891,2024-07-08,Central,Referral,Desktop,8,3,74.98,0.357,0,0.054,11.0,18,377.46,2025-11-08,1
100892,2025-04-28,South,Social,Mobile,8,5,38.14,0.307,2,0.113,40.0,8,187.26,2025-10-01,0
100893,2024-06-25,North,Organic,Mobile,13,5,43.81,0.059,1,0.116,54.0,18,237.31,2025-10-23,1
100894,2024-09-06,West,Email,Mobile,10,1,47.62,0.205,1,0.087,60.0,16,42.7,2025-12-29,0
100895,2024-07-12,Central,Paid Search,Tablet,8,4,51.54,0.25,0,0.054,89.0,17,331.01,2025-10-08,0
100896,2024-09-02,South,Organic,Desktop,4,3,47.47,0.24,0,0.107,,16,115.46,2025-09-15,0
100897,2024-09-25,North,Paid Search,,11,0,44.47,0.083,0,0.029,13.0,15,0.0,,0
100898,2024-03-01,North,Organic,Mobile,10,4,48.69,0.139,0,0.216,,22,213.68,2025-10-19,0
100899,2025-06-08,East,Organic,Mobile,5,1,19.26,0.108,0,0.143,59.0,6,23.04,2025-12-27,0
100900,2024-11-18,East,Referral,Desktop,7,2,83.71,0.18,0,0.164,15.0,13,231.2,2025-12-29,0
100901,2025-11-25,South,Organic,,9,2,56.34,0.189,0,0.042,47.0,1,111.08,2025-09-20,0
100902,2024-05-12,North,Referral,Mobile,7,1,44.95,0.093,0,0.03,100.0,19,79.98,2025-11-05,0
100903,2025-05-04,East,Email,Tablet,7,7,27.2,0.064,0,0.172,38.0,8,196.82,2025-11-07,0
100904,2024-05-10,Central,Social,Desktop,9,1,58.7,0.186,1,0.209,54.0,20,53.31,2025-10-16,0
100905,2025-02-03,West,Social,Mobile,6,2,32.78,0.021,0,0.264,74.0,11,61.73,2025-09-14,0
100906,2024-12-24,East,Social,Mobile,7,1,42.8,0.257,0,0.079,98.0,12,40.13,2025-11-09,0
100907,2024-11-23,North,Email,Mobile,13,8,28.14,0.254,0,0.282,41.0,13,191.41,2025-10-28,0
100908,2025-04-23,South,Paid Search,Mobile,12,3,69.36,0.267,1,0.098,62.0,8,284.44,2025-10-25,0
100909,2025-08-28,South,Organic,Mobile,10,4,24.11,0.151,0,0.106,15.0,4,88.9,2025-11-04,0
100910,2024-08-19,West,Paid Search,Desktop,9,2,49.9,0.133,0,0.044,36.0,16,115.07,2025-10-14,1
100911,2025-09-13,Central,Paid Search,Desktop,5,3,24.52,0.141,0,0.142,24.0,3,67.57,2025-12-08,0
100912,2024-05-15,Central,Organic,Mobile,7,4,36.81,0.154,0,0.089,-12.0,19,129.85,2025-11-17,0
100913,2024-08-02,Central,Social,Mobile,12,1,32.07,0.109,0,0.254,-5.0,17,50.84,2025-11-05,0
100914,2024-08-15,Central,Organic,Mobile,6,1,51.2,0.129,0,0.09,46.0,16,91.25,2025-10-30,0
100915,2025-11-27,Central,Email,Mobile,11,3,33.39,0.296,0,0.049,46.0,1,154.13,2025-11-02,0
100916,2024-03-27,North,Organic,Desktop,12,2,63.55,0.364,0,0.173,9.0,21,95.96,2025-11-11,0
100917,2024-10-15,North,Organic,Mobile,6,0,29.95,0.061,0,0.015,74.0,14,0.0,,0
100918,2024-11-06,South,Organic,Mobile,5,3,33.36,0.061,0,0.059,7.0,14,200.74,2025-09-26,0
100919,2025-08-07,East,Organic,Mobile,11,5,35.31,0.433,0,0.041,41.0,4,175.69,2025-09-16,0
100920,2024-12-21,North,Organic,Mobile,6,1,45.84,0.089,0,0.047,25.0,12,39.37,2025-10-21,0
100921,2025-12-07,Central,Organic,Mobile,3,3,41.29,0.026,0,0.075,38.0,1,201.09,2025-11-03,0
100922,2025-06-25,West,Organic,Desktop,14,3,58.17,0.213,0,0.041,57.0,6,205.29,2025-11-10,0
100923,2025-05-29,East,Organic,Desktop,5,2,47.41,0.107,0,0.21,54.0,7,131.53,2025-09-18,0
100924,2025-07-04,North,Paid Search,Mobile,6,2,49.46,0.049,0,0.054,53.0,6,69.44,2025-10-13,0
100925,2024-04-28,South,Paid Search,Desktop,10,1,33.48,0.154,0,0.233,,20,36.5,2025-09-20,1
100926,2024-11-24,North,Paid Search,Mobile,10,0,45.82,0.105,0,0.056,3.0,13,0.0,,1
100927,2025-03-04,Central,Paid Search,Desktop,9,3,69.68,0.175,0,0.136,63.0,10,208.96,2025-09-09,0
100928,2024-06-01,East,Organic,Mobile,8,3,23.74,0.042,0,0.13,8.0,19,119.44,2025-10-27,0
100929,2024-03-27,West,Organic,Mobile,11,2,47.06,0.338,0,0.099,32.0,21,74.63,2025-11-18,1
100930,2024-04-09,South,Organic,Desktop,12,2,50.52,0.193,0,0.081,26.0,21,114.52,2025-09-13,0
100931,2025-07-30,South,Referral,Mobile,8,1,57.61,0.129,0,0.119,44.0,5,103.73,2025-12-06,0
100932,2025-04-25,East,Email,Mobile,8,5,47.03,0.195,1,0.027,18.0,8,205.44,2025-11-23,0
100933,2024-07-24,West,Email,Mobile,8,3,42.63,0.16,0,0.044,31.0,17,161.51,2025-09-09,0
100934,2025-06-22,West,Paid Search,Mobile,7,4,47.68,0.177,0,0.193,75.0,6,258.86,2025-10-07,0
100935,2025-05-23,North,Paid Search,Mobile,10,3,33.45,0.146,0,0.189,3.0,7,121.77,2025-10-22,1
100936,2025-08-19,Central,Paid Search,Mobile,11,2,34.41,0.164,1,0.138,30.0,4,76.17,2025-10-29,0
100937,2025-10-27,North,Referral,Desktop,7,1,33.69,0.174,0,0.116,7.0,2,31.77,2025-11-06,0
100938,2025-10-06,Central,Referral,Mobile,11,1,59.86,0.055,0,0.137,52.0,2,77.07,2025-09-15,0
100939,2024-05-12,North,Referral,Mobile,8,1,47.98,0.256,0,0.102,17.0,19,53.21,2025-11-12,0
100940,2025-07-16,South,Email,Mobile,9,1,28.21,0.103,1,0.13,31.0,5,23.74,2025-11-04,1
100941,2024-10-14,Central,Paid Search,Desktop,8,1,47.92,0.073,0,0.011,2.0,14,76.85,2025-12-21,0
100942,2024-10-21,North,Referral,Mobile,10,0,58.51,0.385,0,0.056,67.0,14,0.0,,0
100943,2025-04-18,East,Referral,Mobile,8,2,53.19,0.116,1,0.084,32.0,8,89.65,2025-12-07,0
100944,2025-03-16,East,Paid Search,Mobile,9,5,30.19,0.095,0,0.149,38.0,9,157.15,2025-11-26,0
100945,2024-11-02,South,Email,Desktop,15,3,17.56,0.272,0,0.085,56.0,14,47.65,2025-11-27,0
100946,2025-12-31,West,Organic,Desktop,10,4,53.08,0.091,0,0.119,4.0,1,240.91,2025-10-12,0
100947,2024-05-07,Central,Email,Mobile,6,0,29.34,0.085,0,0.054,20.0,20,0.0,,0
100948,2024-03-11,Central,Referral,Desktop,9,4,54.41,0.092,0,0.004,39.0,22,294.46,2025-12-31,0
100949,2024-01-22,South,Organic,Mobile,11,1,47.1,0.125,0,0.073,-9.0,23,79.52,2025-10-30,0
100950,2025-08-18,East,Social,Mobile,5,4,50.35,0.066,0,0.068,-6.0,4,252.48,2025-12-22,0
100951,2024-10-24,South,Organic,Mobile,7,4,58.84,0.178,2,0.07,7.0,14,192.28,2025-10-27,0
100952,2024-11-15,South,Referral,Mobile,9,0,54.09,0.249,0,0.056,,13,0.0,,1
100953,2025-04-19,North,Referral,Mobile,11,5,69.03,0.152,1,0.1,22.0,8,431.72,2025-12-22,0
100954,2024-11-14,Central,Social,Mobile,12,3,53.15,0.1,1,0.142,44.0,13,117.63,2025-09-23,0
100955,2025-02-23,Central,Referral,Mobile,5,0,59.51,0.059,0,0.122,54.0,10,0.0,,0
100956,2024-02-12,West,Organic,Mobile,4,1,40.57,0.276,0,0.056,80.0,22,30.35,2025-09-06,0
100957,2024-04-24,East,Organic,Mobile,6,5,26.48,0.149,0,0.076,34.0,20,161.46,2025-11-06,0
100958,2025-11-12,East,Paid Search,Desktop,6,3,90.81,0.319,0,0.024,39.0,1,519.46,2025-09-23,0
